id,en,ch,manualTag,tranlatedTag,tatoebaEnId,tatoebaChId,wordDifficulty,syllablesCount,combinedDifficulty,isOneHundredPoints
1243,Everyone in the room checked their watches at the same time.,房間裡的所有人都同時看了看自己的手錶。,,地點,1841719,5091179,3,15,17.1,TRUE
1245,"I noticed a note on my desk, but I do not know who wrote it.","我發現了我辦公桌上有張字條, 但是我不知道是誰寫的。",,地點,788260,780256,3,17,19.1,TRUE
1246,"If you stay at a big hotel, you can use their swimming pool.",若你住到在大旅館，就能使用他們的游泳池。,,地點,275492,483964,2,15,16.4,TRUE
1247,Tom took Mary to the hospital on the back of his motorcycle.,湯姆把瑪麗放到他的摩托車上送到醫院。,,地點,1877562,5574619,4,16,18.8,TRUE
1248,"When I was a child, I spent most of my time indoors reading.",當我是個孩子的時候，我把大部分時間都花在了在室內讀書上。,,地點,1540876,1506823,5,15,18.5,TRUE
1249,The old church on the hill dates back to the twelfth century.,山上的老教堂的歷史可以追溯到12世紀。,,地點,19865,830347,10,15,22,TRUE
1250,"Ever since she fell in the kitchen, she hasn't been all there.",自從她在廚房裡摔倒後，她不曾再到那裡。,,地點,275400,830327,3,15,17.1,TRUE
1251,I heard someone in the crowd outside the station call my name.,我聽到車站外的人群中有人在叫我的名字。,,地點,25969,875037,4,15,17.8,TRUE
1252,Some of the bluest water in the world is found in Crater Lake.,世界上最藍的水在魁特湖。,,地點,672243,760819,8,15,20.6,TRUE
1253,"For the time being, my sister is an assistant in a supermarket.",目前，我妹妹在一家超市當收銀員。,,地點,280037,333180,4,18,20.8,TRUE
1254,Is it true that your family will travel in Hokkaido? I envy you.,你們家去北海道旅遊是真的麼？我好羨慕。,,地點,240198,666398,8,19,24.6,TRUE
1255,The conflict between blacks and whites in the city became worse.,在這個城市，白人和黑人間的衝突愈演愈烈。,,地點,246109,333584,4,16,18.8,TRUE
1256,Maybe my grandchild will be the first person to set foot on Mars.,我的孫子可能會是登陸火星的第一人。,,地點,593655,819696,8,15,20.6,TRUE
1257,The leaves of the trees in the garden have turned completely red.,花園裡樹上的葉子已經完全變紅了。,,地點,278499,1394790,4,18,20.8,TRUE
1258,Tom probably knows where we can get something to eat around here.,湯姆應該知道這附近哪裡有東西吃。,,地點,2745789,2771060,4,17,19.8,TRUE
1259,A bookstore in that location wouldn't make enough money to survive.,那個地點的書店無法賺到足夠生存下去的錢。,,地點,41330,830411,7,18,22.9,TRUE
1260,He was always annoyed in the city by noises of one sort or another.,他在城市裡一直受到噪音或者其他的干擾。,,地點,279450,333001,7,22,26.9,TRUE
1261,His wife is in the hospital because she was injured in a car crash.,他的妻子在醫院裡，因為她在一場車禍中受傷了。,,地點,286367,780238,7,19,23.9,TRUE
1262,Tom reached for a dictionary that was on the very top of the shelf.,湯姆把手伸向了書架上最高的一本詞典。,,地點,2162245,2143980,4,19,21.8,TRUE
1263,"According to the guidebook, this is the best restaurant around here.",根據旅遊書，這是這附近最好的餐館。,,地點,326921,830424,14,18,27.8,TRUE
1264,"In some countries, the punishment for treason can be life in prison.",在一些國家，叛國罪的懲罰可以是終身監禁。,,地點,682228,873443,10,18,25,TRUE
1265,The death penalty had been done away with in many states in the USA.,死刑在美國的很多州都被廢除了。,,地點,67568,333229,6,20,24.2,TRUE
1266,I think you will find it convenient to put a short-cut on the desktop.,我想你遲早會知道在桌面建立一個捷徑有多麼方便。,,地點,393814,1767755,10,18,25,TRUE
1267,"While I was reading in bed last night, I fell asleep with the light on.",我昨晚在床上看書的時候，開著燈就睡了。,,地點,244847,1446793,4,17,19.8,TRUE
1268,"In the U.S., most people can vote when they reach eighteen years of age.",在美國，大多數人在滿十八歲以後可以投票。,,地點,67628,5670805,4,15,17.8,TRUE
1269,"After asking for my key at the front desk, I took the elevator to my floor.",我在櫃檯拿了鑰匙，然後就搭電梯去了我房間的樓層。,,地點,34053,431516,4,21,23.8,TRUE
1270,English has now become the common language of several nations in the world.,英文現已成為世界上許多國家的通用語言了。,,地點,26274,791672,4,20,22.8,TRUE
1271,"Outside the school, she saw people with no homes living in cardboard boxes.",在校外，她看到沒有家的人們住在紙板箱裡。,,地點,21486,5576844,7,18,22.9,TRUE
1272,"The statue of Hachiko, the faithful dog, stands in front of Shibuya Station.",忠犬八公的雕像佇立在澀谷站前。,,地點,277560,1394995,18,20,32.6,TRUE
1273,"To the man who only has a hammer in the toolkit, every problem looks like a nail.",對工具箱裡只有一把榔頭的人來說，所有的問題都像釘子。,,地點,2292,811119,10,23,30,TRUE
1274,"Tom went swimming in the river, but when he got out, his clothes had been stolen.",湯姆去河裡游泳，但當他出來時，他的衣服被偷了。,,地點,1635552,7771950,4,20,22.8,TRUE
1275,"In London, the police are always worried about finding a bomb on the train or subway.",在倫敦，警察總是會擔心在列車上發現炸彈。,,地點,29285,5363943,5,23,26.5,TRUE
1276,Tom's mother is a nurse at the hospital that's across the street from where Mary lives.,湯姆的媽媽是一名護士，她所在的醫院就在瑪麗住的那條街的對面。,,地點,1092144,5091200,3,22,24.1,TRUE
1277,"When we started out, our band could only find small clubs in small cities that would hire us.",當我們剛起步時，只有小城市裡的小俱樂部雇傭願意我們樂隊。,,地點,954630,5624958,5,21,24.5,TRUE
1278,"Last year in the Philippines, earthquakes and tidal waves resulted in the deaths of more than 6,000 people.",去年在菲律賓，地震和海嘯造成了超過6000人的死亡。,,地點,1493945,5552136,16,29,40.2,TRUE
1279,I was searched by the customs officers at the airport.,我在機場被海關人員搜查。,,地點,257406,727982,5,15,18.5,TRUE
1280,A plane is flying above the city.,一架飛機在這個城市上空飛行。,,地點,277864,797017,3,9,11.1,TRUE
1281,He is studying in the library now.,他現在在圖書館讀書。,,地點,296560,888403,2,10,11.4,TRUE
1282,The baby is sleeping in the cradle.,嬰兒正在搖籃裡睡覺。,,地點,272415,900701,4,9,11.8,TRUE
1283,A friend of mine is studying abroad.,我有一位朋友正在國外留學。,,地點,252011,793222,3,9,11.1,TRUE
1284,My sister is cooking in the kitchen.,我妹妹正在廚房做飯。,,地點,245594,401032,1,11,11.7,TRUE
1285,The petals are floating on the water.,花瓣浮在水面上。,,地點,23743,760833,8,10,15.6,TRUE
1286,The roses in the garden are blooming.,花園裡的玫瑰正盛開著。,,地點,460376,895630,6,10,14.2,TRUE
1287,We are all longing for peace in the world.,誰都希望世界和平。,,地點,276550,2029473,4,10,12.8,TRUE
1288,They are arriving here soon from Hong Kong.,他們就快從香港抵達了。,,地點,306542,333313,10,10,17,TRUE
1289,Smoking is prohibited on the train.,在火車上禁止吸煙。,,地點,794651,798326,8,10,15.6,TRUE
1290,Tom lived there.,湯姆住在這裡。,,地點,2237180,5613703,1,4,4.7,TRUE
1291,Tom hid under the table.,湯姆躲在桌子底下。,,地點,37241,332772,3,6,8.1,TRUE
1292,I arrived here yesterday.,我昨天到這裡的。,,地點,493788,819435,2,8,9.4,TRUE
1293,He is studying at his desk.,他正在他的書桌上讀書。,,地點,513531,848716,1,7,7.7,TRUE
1294,You're here.,你在這裡。,,地點,2202941,7768155,1,2,2.7,TRUE
1295,I am a stranger here.,我在這裡是個外人。,,地點,253493,941138,3,6,8.1,TRUE
1296,He's a student at this college.,他是這所大學的學生。,,地點,289933,882572,1,8,8.7,TRUE
1297,I'll eat it here.,我會在這裡吃。,,地點,449107,824569,1,4,4.7,TRUE
1298,You have a point there.,喔！你提到一個重點了。,,地點,36518,1426355,1,5,5.7,TRUE
1299,He often eats breakfast there.,他常常在那裡吃早餐。,,地點,290089,834364,1,7,7.7,TRUE
1300,I'd like seats on the first floor.,我想要一樓的座位。,,地點,73193,894004,3,7,9.1,TRUE
1302,I spent twelve hours on the train.,我在火車上待了12小時。,,地點,2085,503110,1,7,7.7,TRUE
1303,The embassy is located next to the Supreme Court.,大使館就在最高法院旁邊。,,地點,275707,2680428,11,14,21.7,TRUE
1305,America is a country of immigrants.,美國是一個移民國家。,"日常, 學校",國家,67541,844610,5,13,16.5,TRUE
1306,What is the population of India?,印度的人口有多少？,,國家,65727,866059,6,10,14.2,TRUE
1307,I am from China.,我來自中國。,,國家,1578570,3845373,1,5,5.7,TRUE
1308,I come from China.,我是從中國來的。,,國家,717392,717391,0,5,5,TRUE
1309,I'm from Singapore.,我是從新加坡來的。,,國家,52481,746065,8,5,10.6,TRUE
1310,I come from England.,我來自英國。,,國家,66622,917951,0,5,5,TRUE
1311,He comes from England.,他來自英格蘭。,,國家,288977,3289577,0,6,6,TRUE
1312,She may have missed the 7:00 train.,她可能錯過了七點的火車。,,"可能性,時間",310210,894388,1,11,11.7,TRUE
1313,He may have left for Kyoto.,他可能已經離開京都了。,,"可能性,城市",295279,848451,2,7,8.4,TRUE
1314,She may come.,她也許來。,,可能性,388731,826112,0,3,3,TRUE
1315,She might come.,她也許會來。,,可能性,388733,826122,3,3,5.1,TRUE
1316,I might say yes.,我可能會說是。,,可能性,2387228,5945148,3,4,6.1,TRUE
1317,He may have lost his way.,他可能已經迷路了。,,可能性,302061,332783,2,6,7.4,TRUE
1318,We may be late for school.,我們上學可能會遲到。,,可能性,262943,793899,3,6,8.1,TRUE
1319,He may have missed the train.,他可能錯過了火車。,,可能性,301802,390544,1,7,7.7,TRUE
1320,He is likely to win the game.,他有可能贏得比賽。,,可能性,298286,332558,1,9,9.7,TRUE
1321,He may come and see us tonight.,他今天晚上可能來看我們。,,可能性,296645,880285,0,8,8,TRUE
1322,This may not be a real diamond.,這可能不是一顆真的鑽石。,,可能性,55393,905870,4,8,10.8,TRUE
1323,Can you come for dinner tonight?,你今天晚上能來吃飯嗎？,,可能性,243195,842468,2,8,9.4,TRUE
1324,He may have taken the wrong train.,他可能搭錯火車了。,,可能性,301807,885522,1,8,8.7,TRUE
1325,Something may have happened to him.,他可能發生了什麼事情。,,可能性,25175,858752,2,10,11.4,TRUE
1326,Something might have happened to her.,她可能出了什麼事。,,可能性,34622,332431,5,10,13.5,TRUE
1327,He is likely to be late again.,他可能又會遲到。,,可能性,288063,881245,3,10,12.1,TRUE
1328,Maybe he will be a good teacher.,也許他會是一個好老師。,,可能性,40569,891028,3,8,10.1,TRUE
1329,That patient may die at any time.,那個病人隨時會死。,,可能性,48884,332829,4,9,11.8,TRUE
1330,That child may have been kidnapped on his way home.,那個孩子可能在回家的路上被綁架了。,,可能性,47494,335102,7,12,16.9,TRUE
1331,He wore a mask so that no one could recognize him.,他戴著面具以至於沒有人認出他。,,原因,300389,785112,6,13,17.2,TRUE
1332,Europeans like to drink wine.,歐洲人喜歡喝酒。,,"刻板印象,酒精飲料",497135,782716,7,7,11.9,TRUE
1333,Lincoln set the slaves free.,林肯釋放了奴隸。,,"刻板印象,英文姓氏",29645,835366,11,7,14.7,TRUE
1334,The best hairdressers are gay.,最好的理髮師是同性戀。,,刻板印象,602024,818869,9,7,13.3,TRUE
1335,Animals are afraid of fire.,動物怕火。,,刻板印象,280244,512178,2,8,9.4,TRUE
1336,I am four months pregnant.,我懷孕四個月了。,,出生,2235,389818,5,6,9.5,TRUE
1337,She gave birth to twin girls.,她生了對雙胞胎女兒。,,出生,315512,805622,5,6,9.5,TRUE
1338,You're going to be a mommy.,你要當媽了。,,出生,1121820,6064595,3,7,9.1,TRUE
1339,She gave birth to a baby boy.,她生下了一個男嬰。,,出生,308883,818946,2,8,9.4,TRUE
1340,She gave birth to a healthy baby.,她生下了一個健康的嬰兒。,,出生,313450,893986,4,9,11.8,TRUE
1341,I'm pregnant.,我懷孕了。,,出生,348596,333464,5,3,6.5,TRUE
1342,One out of 455 women doesn't realize she's pregnant until the twentieth week of pregnancy.,455名婦女中會有一名直到懷孕第二十週前沒有意識到自己懷孕。,,出生,825631,827641,10,28,35,TRUE
1343,I don't feel very well. I should go home.,我覺得不太舒服。我該回家了。,"日常, 職場, 學校",兩個句子,2362084,6119245,2,11,12.4,TRUE
1344,You said you were in trouble. How can I help?,你說你有困難。我能幫忙嗎？,"日常, 職場, 學校",兩個句子,1994413,6089785,3,10,12.1,TRUE
1346,I have to go shopping. I'll be back in an hour.,我該去買東西了，我一小時後回來。,"日常, 職場",兩個句子,1650,501524,3,12,14.1,TRUE
1347,I miss you. I need to see you. Could I come over?,我想你。我需要見你。我能來嗎？,"日常, 戀愛",兩個句子,953531,1311593,3,13,15.1,TRUE
1348,"Even now, I occasionally think I'd like to see you. Not the you that you are today, but the you I remember from the past.",即使是現在，我偶爾還是想見到你。不是今天的你，而是我記憶中曾經的你。,"日常, 戀愛",兩個句子,1230933,2567478,6,33,37.2,TRUE
1349,Mary isn't really sick. She's only pretending to be sick.,瑪麗不是真病。她只是裝病。,"日常, 學校, 職場",兩個句子,1356721,5663596,5,16,19.5,TRUE
1350,I hear you passed the entrance exam. Congratulations!,我聽說你通過了入學考試。恭喜你了！,"日常, 學校",兩個句子,281927,346830,5,15,18.5,TRUE
1351,He isn't my brother. He's my cousin.,他不是我的兄弟。他是我的表弟。,日常,兩個句子,297821,875274,4,10,12.8,TRUE
1352,I'm looking for my keys. Have you seen them?,我正在找我的鑰匙，你有看見嗎？,日常,兩個句子,2103987,2317102,3,10,12.1,TRUE
1354,I don't believe you. You're always telling lies.,我不相信你。你老是說謊。,日常,兩個句子,33502,1416089,3,12,14.1,TRUE
1356,It is close to eleven. It's about time we went to bed.,快要十一點了。我們該上床睡覺了。,日常,兩個句子,73348,1426506,1,15,15.7,TRUE
1357,I don't want to go there. He doesn't want to go either.,我不想去那裡，他也不想去。,日常,兩個句子,254092,1438599,3,15,17.1,TRUE
1358,The show was very interesting. You should have seen it.,那場演出非常有趣。你真該去看看。,日常,兩個句子,68685,334892,3,14,16.1,TRUE
1359,I've had a scratchy throat since this morning. I wonder if I've caught a cold.,早上起來，嗓子變得很沙啞，我想是不是感冒了。,日常,兩個句子,2036561,3779045,11,18,25.7,TRUE
1360,Yes. That's right.,是的。沒錯。,日常,兩個句子,433817,819343,0,3,3,TRUE
1361,Everyone wants to meet you. You're famous!,大家都想見到你，你太有名了！,,兩個句子,1468,334921,4,10,12.8,TRUE
1362,I'm sorry. I have another appointment.,很抱歉，我還有另一個約會。,,兩個句子,51484,333682,6,11,15.2,TRUE
1363,I need a pencil. Can I use one of yours?,我需要一支鉛筆，我能用你的其中一支嗎？,,兩個句子,25775,810975,2,11,12.4,TRUE
1364,I couldn't have done it without you. Thank you.,沒有你我無法做到，謝謝。,,兩個句子,1606,334160,4,11,13.8,TRUE
1365,I have to write a letter. Do you have some paper?,我需要寫一封信。你有紙嗎？,,兩個句子,6117,399902,2,13,14.4,TRUE
1366,I have to write a letter. Do you have some paper?,我要寫一封信。你有紙嗎？,,兩個句子,6117,408267,2,13,14.4,TRUE
1367,"Mary is not poor. On the contrary, she is quite rich.",瑪麗不窮，相反，她相當富裕。,,兩個句子,31883,334254,6,14,18.2,TRUE
1368,You should have done it earlier. It cannot be helped now.,你應該早點做的。現在已經沒辦法了。,,兩個句子,16552,775809,3,14,16.1,TRUE
1369,You should have done it earlier. It cannot be helped now.,你本應該早點做的。現在已經沒有任何辦法了。,,兩個句子,16552,2392979,3,14,16.1,TRUE
1370,Tom doesn't quite get it. Could you explain it to him again?,湯姆不大明白。你能再跟他解釋一遍嗎？,,兩個句子,1094363,5617178,4,15,17.8,TRUE
1371,"I'm a foreigner and I don't know Czech very well. Please, speak slowly.",我是外國人，我捷克語不好，請說慢一點。,,兩個句子,871532,2076261,9,18,24.3,TRUE
1372,OK. I agree.,好。我同意。,,兩個句子,433874,824718,2,3,4.4,TRUE
1373,I like L.A. better.,我更喜歡洛杉磯。,,兩個句子,72205,1416257,8,5,10.6,TRUE
1374,"No, thank you. I've had enough.",不，謝謝你。我已經吃飽了。,,兩個句子,66818,851430,1,7,7.7,TRUE
1375,I forgot to bring my I.D. card.,我忘了帶我的身份證。,,兩個句子,269800,876735,9,8,14.3,TRUE
1377,She may be a nurse. I am not sure.,她可能是護士。我不太確定。,,兩個句子,313055,408467,3,9,11.1,TRUE
1378,I lost my ticket. What should I do?,我弄丟了票。我該怎麼做？,,兩個句子,272491,6068360,2,9,10.4,TRUE
1379,I want a new shirt. What do you want?,我想要一件新襯衫。你想要什麼？,,兩個句子,2361766,4621013,0,9,9,TRUE
1380,Come on. I want to show you something.,走吧。我有東西想給你看。,,兩個句子,2025814,5091346,2,10,11.4,TRUE
1381,Don't worry. You'll make it.,不要擔心。你辦得到的。,,兩個句子,269024,833110,3,7,9.1,TRUE
1382,Hurry. Please lend me a hand.,快點。請幫幫我。,,兩個句子,433888,849285,5,7,10.5,TRUE
1386,You're working too hard. Take it easy for a while.,你工作太努力了。休息一下吧。,,兩個句子,1396422,1862598,3,12,14.1,TRUE
1387,Don't throw away this magazine. I haven't read it yet.,這本雜誌不要丟。我還沒看呢。,,兩個句子,59198,405228,4,15,17.8,TRUE
1388,"Like father, like son.",有其父必有其子。,,像諺語,2345,728638,0,5,5,TRUE
1389,Nobody is too old to learn.,活到老學到老。,,像諺語,541067,855696,4,8,10.8,TRUE
1390,Time is money.,時間就是金錢。,,像諺語,566026,4970148,1,4,4.7,TRUE
1391,Fresh fruits and vegetables are good for your health.,新鮮水果和蔬菜有益健康。,,"健康,食物",681019,899970,3,12,14.1,TRUE
1392,He is allergic to house dust.,他對房屋的灰塵過敏。,,"健康,疾病",35502,846199,9,8,14.3,TRUE
1393,I have to take medicine.,我必須吃藥。,,"健康,必要性",5999,1778314,2,7,8.4,TRUE
1394,I wonder if you have something to write with.,我懷疑你是否有東西可寫。,,介詞懸空,16273,775776,4,12,14.8,TRUE
1395,Who did you talk with?,你和誰說話了？,,介詞懸空,1042637,7771910,0,5,5,TRUE
1396,Who did you speak with?,你和誰說話了？,,介詞懸空,1042639,7771910,0,5,5,TRUE
1397,Who are you going with?,你和誰一起去？,,介詞懸空,1839631,6075195,1,5,5.7,TRUE
1400,Who were you talking to?,你那時在跟誰說話？,,介詞懸空,276501,6047480,1,6,6.7,TRUE
1401,Who were you talking to?,你那時在和誰說話？,,介詞懸空,276501,7771910,1,6,6.7,TRUE
1402,Who were you talking with?,你那時在和誰說話？,,介詞懸空,40389,7771910,1,6,6.7,TRUE
1403,What did you open it with?,你用了什麼打開它？,,介詞懸空,16553,471198,0,7,7,TRUE
1404,Who do you want to talk to?,你想跟誰說話？,,介詞懸空,69107,895448,0,7,7,TRUE
1406,I have no knife to cut with.,我沒有刀子可用來切。,,介詞懸空,259026,883132,0,7,7,TRUE
1407,I need someone to talk with.,我得找人商量一下。,,介詞懸空,326546,1446809,2,7,8.4,TRUE
1408,Who do you want to speak to?,你想跟誰聊聊？,,介詞懸空,37744,895448,0,7,7,TRUE
1410,I need something to write with.,我需要一些用來寫字的東西。,,介詞懸空,25087,848224,2,8,9.4,TRUE
1411,Tom has no friends to play with.,湯姆沒有朋友可以一起玩耍。,,介詞懸空,37192,903529,1,7,7.7,TRUE
1412,He is hard to get along with.,他這個人很難相處。,,介詞懸空,303256,882520,3,8,10.1,TRUE
1414,I have nothing to fall back on.,我沒什麼可依靠的了。,,介詞懸空,256403,332597,3,8,10.1,TRUE
1415,Who does this suitcase belong to?,這個手提箱是誰的?,,介詞懸空,55525,866150,6,8,12.2,TRUE
1416,Who do you live with?,你和誰住在一起？,,介詞懸空,700113,6120176,0,5,5,TRUE
1418,He doesn't have any friends to play with.,他沒有任何朋友陪他玩。,,介詞懸空,467688,1450508,2,10,11.4,TRUE
1419,He went to Boston by car.,他坐車到波士頓。,,"交通,城市",299020,848690,6,7,11.2,TRUE
1420,I got on the train for London.,我上了去倫敦的火車。,,交通,29257,333111,1,8,8.7,TRUE
1421,Does this bus go to the museum?,這輛公車會到博物館嗎？,,交通,60674,883471,0,8,8,TRUE
1422,I'm crazy about football.,我愛足球愛瘋了。,,"不確定,運動",512224,819450,5,7,10.5,TRUE
1423,Are you a Japanese student?,你是日本學生嗎？,,"不確定,語言,國籍",15870,1839183,2,8,9.4,TRUE
1424,You could count to ten when you were two.,你兩歲的時候，你可以數到十。,,"不確定,能力,年齡",15874,775646,3,9,11.1,TRUE
1425,I love you more than anyone else.,我愛你勝過任何人。,,"不確定,戀愛",40332,846511,3,8,10.1,TRUE
1428,It is likely to be fine tomorrow.,明天天氣可能很好。,,"不確定,可能性",323306,891733,2,11,12.4,TRUE
1429,Why do you need change?,你為什麼需要零錢?,,不確定,36630,874187,3,5,7.1,TRUE
1430,I don't mind if it's hot.,辣一點沒關係。,,不確定,1076309,1438343,3,7,9.1,TRUE
1431,How did you find my house?,你怎麼找到我家的？,,不確定,38354,4270133,0,6,6,TRUE
1432,I read an exciting story.,我讀了一篇精彩的故事。,,不確定,35074,835348,3,8,10.1,TRUE
1433,Nobody would listen to me.,沒有人會聽我說。,,不確定,276688,842248,2,8,9.4,TRUE
1434,Why do you think Tom doesn't like it?,你為什麼覺得湯姆不喜歡它？,,不確定,3123523,6923184,2,9,10.4,TRUE
1435,She ordered the book from London.,她從倫敦訂了這本書。,,不確定,309919,791684,0,9,9,TRUE
1436,Let me see.,讓我想一下。,,不確定,65316,707208,1,3,3.7,TRUE
1437,Straighten up.,改邪歸正。,,不確定,282453,5092263,5,3,6.5,TRUE
1438,Let us go home.,我們回家吧。,,不確定,24136,1506916,1,4,4.7,TRUE
1439,My eyes hurt.,我的眼睛痛。,,不確定,417801,826045,1,4,4.7,TRUE
1440,My mother doesn't like watching TV.,我媽不喜歡看電視。,,"不喜歡,親戚/家人",251829,859338,1,9,9.7,TRUE
1441,My mother hates writing letters.,我媽媽討厭寫信。,,"不喜歡,親戚/家人",320796,836108,1,9,9.7,TRUE
1442,I don't like the way he talks.,我不喜歡他講話的樣子。,,不喜歡,260780,887810,1,8,8.7,TRUE
1443,I don't like the way he speaks.,我不喜歡他說的話。,,不喜歡,260522,883469,1,8,8.7,TRUE
1444,I don't like the way she speaks.,我不喜歡她說話的態度。,,不喜歡,261318,1777929,1,8,8.7,TRUE
1445,I don't like to sing in public.,我不喜歡在公共場合唱歌。,,不喜歡,270616,881562,2,9,10.4,TRUE
1446,I don't like the taste of onions.,我不喜歡洋蔥的味道。,,不喜歡,256950,890473,4,9,11.8,TRUE
1447,She doesn't like the way I speak.,她不喜歡我說話的方式。,,不喜歡,314395,332617,1,8,8.7,TRUE
1448,She didn't like the horse at first.,她剛開始的時候不喜歡馬。,,不喜歡,313787,894364,3,8,10.1,TRUE
1449,He doesn't like traveling by air.,他不喜歡搭飛機旅行。,,不喜歡,303020,836326,4,9,11.8,TRUE
1450,I don't like any of these records.,我不喜歡這些唱片中的任何一張唱片。,,不喜歡,253797,876920,4,10,12.8,TRUE
1451,I don't like either tea or coffee.,我不喜歡茶也不喜歡咖啡。,,不喜歡,257399,890461,2,9,10.4,TRUE
1452,I don't like studying in this heat.,我不喜歡在這麼熱的天氣裡唸書。,,不喜歡,58540,842469,2,9,10.4,TRUE
1453,I don't like the taste of tomatoes.,我不喜歡蕃茄的味道。,,不喜歡,255274,881745,4,10,12.8,TRUE
1454,I don't go in for that sort of thing.,我討厭那種事。,,不喜歡,41648,782355,4,10,12.8,TRUE
1455,I don't like being treated like this.,我不喜歡以這種方式被對待。,,不喜歡,253832,397114,4,9,11.8,TRUE
1457,Children don't like to go out in the dark.,孩子們不喜歡摸黑外出。,,不喜歡,245936,6131479,3,11,13.1,TRUE
1458,I don't like to leave things up in the air.,我不喜歡事情懸而未決。,,不喜歡,277538,891600,3,11,13.1,TRUE
1459,I don't like to mix business with pleasure.,我不喜歡把做生意和享樂混為一談。,,不喜歡,257902,1785906,5,12,15.5,TRUE
1460,She doesn't like people who aren't punctual.,她不喜歡不守時的人。,,不喜歡,314531,1807070,8,10,15.6,TRUE
1461,She hated him.,她討厭他。,,不喜歡,388371,832950,1,4,4.7,TRUE
1463,She despised him.,她看不起他。,,不喜歡,316497,771373,5,5,8.5,TRUE
1464,She disliked him.,她不喜歡他。,,不喜歡,388372,771483,3,5,7.1,TRUE
1465,I hate studying.,我討厭唸書。,,不喜歡,537021,471099,1,4,4.7,TRUE
1466,I hate chemistry.,我討厭化學。,,不喜歡,1445,335051,5,5,8.5,TRUE
1467,It's as cold as ice.,它冷得像冰一樣。,,as as 句型,442090,836112,0,5,5,TRUE
1468,I'm as tall as you.,我跟你一樣高。,,as as 句型,252720,918542,1,5,5.7,TRUE
1469,I'm as old as he is.,我跟他一樣大。,,as as 句型,401673,855654,2,6,7.4,TRUE
1470,He is as tall as her.,他和她一樣高。,,as as 句型,302633,335147,1,6,6.7,TRUE
1471,He's not as tall as you are.,他沒有你高。,,as as 句型,411314,877661,2,7,8.4,TRUE
1472,I ran as fast as possible.,我跑得盡可能的快。,,as as 句型,252189,473018,1,7,7.7,TRUE
1473,I ran as fast as possible.,我盡可能地跑快一點。,,as as 句型,252189,795805,1,7,7.7,TRUE
1474,She ran as fast as possible.,她盡可能地快跑。,,as as 句型,311631,779039,1,7,7.7,TRUE
1475,I walked as slowly as I could.,我盡可能的走慢一點。,,as as 句型,255062,876939,1,9,9.7,TRUE
1476,I walked as far as the station.,我最遠走到車站那邊。,,as as 句型,256277,883131,1,9,9.7,TRUE
1477,This is about as large as that.,這個大約跟那個一樣大。,,as as 句型,516682,905895,1,8,8.7,TRUE
1478,Let's leave as soon as he arrives.,他一到，我們就出發吧。,,as as 句型,284010,718410,4,9,11.8,TRUE
1479,I'll go with you as far as the bridge.,我會跟著你走到橋那裡。,,as as 句型,18971,5883319,3,9,11.1,TRUE
1480,She is as beautiful as Snow White.,她像白雪公主一樣漂亮。,,as as 句型,316170,884232,2,9,10.4,TRUE
1481,She can swim as fast as her brother.,她能游得和她哥哥一樣快。,,as as 句型,310620,7745187,1,9,9.7,TRUE
1482,She came here as soon as she heard it.,她聽到後就馬上來這裡了。,,as as 句型,388052,834949,2,9,10.4,TRUE
1483,She is as beautiful as her mother.,她跟她媽媽一樣漂亮。,,as as 句型,316942,890680,1,10,10.7,TRUE
1485,He earned as much money as possible.,他能賺多少就賺多少。,,as as 句型,291825,335084,3,10,12.1,TRUE
1487,He is not as smart as his older brother.,他不像他哥那樣聰明。,,as as 句型,468045,469239,3,11,13.1,TRUE
1488,I will give you a call as soon as I get home.,我一回到家就會打電話給你。,,as as 句型,24211,401127,3,12,14.1,TRUE
1489,"After winning the Nobel prize, she remained as modest as ever.",獲得諾貝爾獎後，她仍謙虛如昔。,,as as 句型,309924,830473,11,18,25.7,TRUE
1491,All of them agreed to the proposal.,他們所有人都同意這項建議,"討論, 職場",,306054,874351,4,10,12.8,TRUE
1492,How did you arrive at this conclusion?,你們怎麼得出這個結論的？,"討論, 職場",,37563,1314146,5,10,13.5,TRUE
1493,I understand how to solve the problem.,我知道怎麼解決這個問題。,"討論, 職場",,476211,5668916,3,10,12.1,TRUE
1495,I think your basic theory is wrong.,我認為你的基本理論是錯的。,討論,,17278,772369,5,9,12.5,TRUE
1496,I wish he had attended the meeting.,要是他有參加這場會議就好了。,職場,,283463,894307,3,10,12.1,TRUE
1497,Can you come to the meeting tomorrow?,你明天可以來參加會議嗎？,職場,,323396,872108,1,10,10.7,TRUE
1498,Here is your bill.,這是賬單。,"日常, 餐廳",,64716,7774826,3,4,6.1,TRUE
1499,What should they do in this situation?,在這種情況下，他們該做什麼？,"日常, 討論, 職場",,60417,336869,3,9,11.1,TRUE
1500,No comment.,不予置評。,"日常, 討論",,873323,7774602,4,3,5.8,TRUE
1501,Maybe you're right.,也許你是對的。,"日常, 討論",,70705,7768335,2,3,4.4,TRUE
1503,Is there anything else you want me to do?,你還有什麼事需要我去做的嗎？,"日常, 職場, 學校",,25218,478853,3,10,12.1,TRUE
1504,Can you be ready to leave tomorrow?,你可以準備好明天離開嗎？,"日常, 職場",,323125,865577,3,10,12.1,TRUE
1505,He did not accept their invitation.,他沒有接受他們的邀請。,"日常, 職場",,302562,844631,5,10,13.5,TRUE
